jantri_district,jantri_taluka,jantri_village,village_key,village_id,n_rows,n_surveys,match,tie,ircms_district,ircms_district_code,ircms_taluka,ircms_taluka_code,ircms_village_code,ircms_village_en,ircms_village_gu
KHEDA,NADIAD,SODPUR,SODPUR,8510,44,2673,exact,taluka,KHEDA,16,Nadiad,08,057,Sodpur,સોડપુર
KHEDA,NADIAD,SURSAMAL,SURSAMAL,8511,32,1493,exact,taluka,KHEDA,16,Nadiad,08,076,Sursamal,સુરા-શામળ
KHEDA,NADIAD,THALEDI,THALEDI,8512,14,282,exact,successor,KHEDA,16,Vaso,12,102,Thaledi,થલાડી
KHEDA,NADIAD,TUNDEL,TUNDEL,8513,41,803,exact,taluka,KHEDA,16,Nadiad,08,081,Tundel,ટુંડેલ
KHEDA,NADIAD,UTTARSANDA,UTTARSANDA,8514,28,1970,exact,taluka,KHEDA,16,Nadiad,08,091,Uttarsanda,ઉતરસંડા
KHEDA,NADIAD,VADTAL,VADTAL,8515,8,1198,exact,taluka,KHEDA,16,Nadiad,08,098,Vadtal,વડ઼તાલ
KHEDA,NADIAD,VALETVA,VALETVA,8516,28,995,exact,taluka,KHEDA,16,Nadiad,08,097,Valetva,વલેટવા
KHEDA,NADIAD,VALLA,VALLA,8517,20,329,exact,taluka,KHEDA,16,Nadiad,08,050,Valla,વાલ્લા
KHEDA,NADIAD,VASO,VASO,8518,92,2259,exact,successor,KHEDA,16,Vaso,12,103,Vaso,વસો
KHEDA,NADIAD,VINA,VINA,8519,54,1111,exact,taluka,KHEDA,16,Nadiad,08,044,Vina,વીણા
KHEDA,NADIAD,YOGI NAGAR,YOGINAGAR,8520,24,283,exact,taluka,KHEDA,16,Nadiad,08,105,Yoginagar,યોગીનગર
KHEDA,NADIAD,ZAROL,ZAROL,8521,7,352,exact,successor,KHEDA,16,Vaso,12,067,Zarol,ઝારોલ
KHEDA,THASRA,AGARWA,AGARWA,8522,10,905,exact,taluka,KHEDA,16,Thasra,10,071,Agarwa,આગરવા
KHEDA,THASRA,AJROLI,AJROLI,8523,6,420,exact,taluka,KHEDA,16,Thasra,10,003,Ajroli,આજરોલી
KHEDA,THASRA,AJUPURA,AJUPURA,8524,57,258,exact,taluka,KHEDA,16,Thasra,10,031,Ajupura,અજુપુરા
KHEDA,THASRA,AKLACHA,AKLACHA,8525,2,170,exact,taluka,KHEDA,16,Thasra,10,083,Aklacha,અકલાચા
KHEDA,THASRA,AMBAV,AMBAV,8526,27,330,exact,successor,KHEDA,16,Galteshwar,11,050,Ambav,અંબાવ
KHEDA,THASRA,AMRUTPURA,AMRUTPURA,8527,6,234,exact,taluka,KHEDA,16,Thasra,10,037,Amrutpura,અમૃતપુરા
KHEDA,THASRA,ANGHADI,ANGHADI,8528,124,2098,exact,successor,KHEDA,16,Galteshwar,11,043,Anghadi,અંગાડી
KHEDA,THASRA,AURANGPURA,AURANGPURA,8529,14,201,exact,taluka,KHEDA,16,Thasra,10,056,Aurangpura,ઔરંગપુરા
KHEDA,THASRA,BADHARPURA,BADHARPURA,8530,12,591,exact,taluka,KHEDA,16,Thasra,10,051,Badharpura,બાધરપુરા
KHEDA,THASRA,BALADHA,BALADHA,8531,45,1026,exact,successor,KHEDA,16,Galteshwar,11,013,Baladha,બલાઢા
KHEDA,THASRA,BHADRASA,BHADRASA,8532,8,791,exact,taluka,KHEDA,16,Thasra,10,089,Bhadrasa,ભદ્રાસા
KHEDA,THASRA,BHARTHARI,BHARTHARI,8533,41,523,exact,taluka,KHEDA,16,Thasra,10,027,Bharthari,ભરથરી
KHEDA,THASRA,BHATPURA NO-1,BHATPURANO1,8534,9,14,exact,taluka,KHEDA,16,Thasra,10,029,Bhatpura No-1,ભાટપુરા નં.૧
KHEDA,THASRA,BHATPURA NO-2,BHATPURANO2,8535,4,43,exact,taluka,KHEDA,16,Thasra,10,030,Bhatpura No-2,ભાટપુરા નં.૨
KHEDA,THASRA,BHATVASNA,BHATVASNA,8536,8,190,exact,unique,KHEDA,16,Fagvel,14,009,Bhatvasna,ભાટવાસણા
KHEDA,THASRA,BORDI,BORDI,8537,71,1126,exact,taluka,KHEDA,16,Thasra,10,061,Bordi,બોરડી
KHEDA,THASRA,CHANDASAR,CHANDASAR,8538,43,112,exact,taluka,KHEDA,16,Thasra,10,038,Chandasar,ચંદાસર
KHEDA,THASRA,CHETARSUMBA,CHETARSUMBA,8539,117,953,exact,taluka,KHEDA,16,Thasra,10,032,Chetarsumba,ચેતરસુંબા
KHEDA,THASRA,CHITLAV,CHITLAV,8540,19,335,exact,taluka,KHEDA,16,Thasra,10,094,Chitlav,ચીતલાવ
KHEDA,THASRA,DABHALI,DABHALI,8541,36,773,exact,successor,KHEDA,16,Galteshwar,11,024,Dabhali,ડભાલી
KHEDA,THASRA,DABHSAR,DABHSAR,8542,5,268,exact,successor,KHEDA,16,Galteshwar,11,042,Dabhsar,ડાભસર
KHEDA,THASRA,DHUNADARA,DHUNADARA,8543,13,3401,exact,taluka,KHEDA,16,Thasra,10,086,Dhunadara,ઢુણાદરા
KHEDA,THASRA,DHUNDI,DHUNDI,8544,10,258,exact,taluka,KHEDA,16,Thasra,10,066,Dhundi,ઢુંડી
KHEDA,THASRA,EKALVELU,EKALVELU,8545,11,638,exact,taluka,KHEDA,16,Thasra,10,058,Ekalvelu,એકલવેલુ
KHEDA,THASRA,GADHVINA MUVADA,GADHVINAMUVADA,8546,8,143,exact,taluka,KHEDA,16,Thasra,10,005,Gadhvina Muvada,ગઢવી ના મુવાડા
KHEDA,THASRA,GOLAJ,GOLAJ,8547,40,842,exact,taluka,KHEDA,16,Thasra,10,040,Golaj,ગોળજ
KHEDA,THASRA,GUMADIYA,GUMADIYA,8548,12,158,exact,taluka,KHEDA,16,Thasra,10,070,Gumadiya,ગુમડીયા
KHEDA,THASRA,HARKHOL,HARKHOL,8549,7,251,exact,taluka,KHEDA,16,Thasra,10,084,Harkhol,હરખોલ
KHEDA,THASRA,JAKHED,JAKHED,8550,18,1034,exact,taluka,KHEDA,16,Thasra,10,079,jakhed,જાખેડ
KHEDA,THASRA,JALANAGAR,JALANAGAR,8551,26,346,exact,taluka,KHEDA,16,Thasra,10,055,jalanagar,જલાનગર
KHEDA,THASRA,JARGAL,JARGAL,8552,21,826,exact,successor,KHEDA,16,Galteshwar,11,021,Jargal,જરગાલ
KHEDA,THASRA,JESAPURA-MITHAPURA,JESAPURAMITHAPURA,8553,24,321,exact,taluka,KHEDA,16,Thasra,10,091,Jesapura-Mithapura,જેસાપુરા-મીઠાપુરા
KHEDA,THASRA,JORAPURA,JORAPURA,8554,8,227,exact,taluka,KHEDA,16,Thasra,10,092,Jorapura,જોરાપુરા
KHEDA,THASRA,KALSAR,KALSAR,8555,9,1026,exact,taluka,KHEDA,16,Thasra,10,080,Kalsar,કાલસર
KHEDA,THASRA,KHAD GODHRA,KHADGODHRA,8556,19,653,exact,unique,KHEDA,16,Fagvel,14,008,Khad Godhra,ખડ ગોધરા
KHEDA,THASRA,KHIJALPUR TALPAD,KHIJALPURTALPAD,8557,5,1146,exact,taluka,KHEDA,16,Thasra,10,075,Khijalpur Talpad,ખીજલપુર તલપદ
KHEDA,THASRA,KHIJALPUR VANTO,KHIJALPURVANTO,8558,9,329,exact,taluka,KHEDA,16,Thasra,10,076,Khijalpur Vanto,ખીજલપુર વાંટો
KHEDA,THASRA,KOSAM,KOSAM,8559,19,303,exact,successor,KHEDA,16,Galteshwar,11,041,Kosam,કોસમ
KHEDA,THASRA,KOTARIYA,KOTARIYA,8560,18,200,exact,taluka,KHEDA,16,Thasra,10,067,Kotariya,કોતરીયા
KHEDA,THASRA,KOTLINDORA,KOTLINDORA,8561,25,426,exact,taluka,KHEDA,16,Thasra,10,090,Kotlindora,કોટલીંડોરા
KHEDA,THASRA,KUNI,KUNI,8562,55,1361,exact,successor,KHEDA,16,Galteshwar,11,017,Kuni,કુણી
KHEDA,THASRA,MAHI ITADI,MAHIITADI,8563,58,743,exact,successor,KHEDA,16,Galteshwar,11,016,Mahi itadi,મહી ઈટાડી
KHEDA,THASRA,MALAI,MALAI,8564,14,125,exact,taluka,KHEDA,16,Thasra,10,073,Malai,મલાઈ
KHEDA,THASRA,MALVAN,MALVAN,8565,22,420,exact,successor,KHEDA,16,Galteshwar,11,047,Malvan,માલવણ
KHEDA,THASRA,MANJIPURA,MANJIPURA,8566,20,571,exact,taluka,KHEDA,16,Thasra,10,088,Manjipura,મંજીપુરા
KHEDA,THASRA,MARGHAKUI,MARGHAKUI,8567,9,221,exact,taluka,KHEDA,16,Thasra,10,081,Marghakui,મરઘાકુઈ
KHEDA,THASRA,MASRA,MASRA,8568,27,685,exact,taluka,KHEDA,16,Thasra,10,074,Masra,માસરા
KHEDA,THASRA,MENPURA,MENPURA,8569,41,727,exact,successor,KHEDA,16,Galteshwar,11,018,Menpura,મેનપુરા
KHEDA,THASRA,MITHANA MUVADA,MITHANAMUVADA,8570,24,352,exact,successor,KHEDA,16,Galteshwar,11,025,Mithana Muvada,મીઠાના મુવાડા
KHEDA,THASRA,MOR AMBLI,MORAMBLI,8571,12,395,exact,taluka,KHEDA,16,Thasra,10,062,Mor Ambli,મોર આંબલી
KHEDA,THASRA,MULIYA,MULIYA,8572,32,1909,fuzzy,taluka,KHEDA,16,Thasra,10,060,Muliyad,મુળીયાદ
KHEDA,THASRA,NANADARA,NANADARA,8573,70,797,exact,taluka,KHEDA,16,Thasra,10,007,Nanadara,નનાદરા
KHEDA,THASRA,NES,NES,8574,18,675,exact,taluka,KHEDA,16,Thasra,10,085,Nes,નેસ
KHEDA,THASRA,OZHARALA,OZHARALA,8575,45,788,exact,taluka,KHEDA,16,Thasra,10,002,Ozharala,ઓઝરાળા
KHEDA,THASRA,PADAL,PADAL,8576,10,544,exact,successor,KHEDA,16,Galteshwar,11,019,Padal,પડાલ
KHEDA,THASRA,PALAIYA,PALAIYA,8577,24,394,exact,successor,KHEDA,16,Galteshwar,11,011,Palaiya,પાલૈયા
KHEDA,THASRA,PALI,PALI,8578,75,1106,exact,successor,KHEDA,16,Galteshwar,11,095,Pali,પાલી
KHEDA,THASRA,PANDVANIA,PANDVANIA,8579,29,835,exact,taluka,KHEDA,16,Thasra,10,087,Pandvania,પાંડવ઼ણીયા
KHEDA,THASRA,PILOL,PILOL,8580,23,327,exact,taluka,KHEDA,16,Thasra,10,059,Pilol,પીલોલ
KHEDA,THASRA,PIPALVADA,PIPALVADA,8581,11,1167,exact,taluka,KHEDA,16,Thasra,10,026,Pipalvada,પીપલ઼વાડા
KHEDA,THASRA,PORDA,PORDA,8582,5,553,exact,taluka,KHEDA,16,Thasra,10,035,Porda,પોરડા
KHEDA,THASRA,RAKHIYAL,RAKHIYAL,8583,56,493,exact,taluka,KHEDA,16,Thasra,10,072,Rakhiyal,રખીયાલ
KHEDA,THASRA,RANI PORDA,RANIPORDA,8584,3,278,exact,taluka,KHEDA,16,Thasra,10,028,Rani Porda,રાણી પોરડા
KHEDA,THASRA,RANIYA,RANIYA,8585,35,673,exact,taluka,KHEDA,16,Thasra,10,093,Raniya,રાણીયા
KHEDA,THASRA,RASULPUR PADAL,RASULPURPADAL,8586,4,412,exact,successor,KHEDA,16,Galteshwar,11,020,Rasulpur Padal,રસુલપુર પડાલ
KHEDA,THASRA,RASULPUR THASRA,RASULPURTHASRA,8587,29,283,exact,taluka,KHEDA,16,Thasra,10,057,Rasulpur Thasra,રસુલપુર ઠાસરા
KHEDA,THASRA,RAWALIYA,RAWALIYA,8588,15,651,exact,taluka,KHEDA,16,Thasra,10,034,Rawaliya,રવાલીયા
KHEDA,THASRA,ROZVA,ROZVA,8589,79,1072,exact,successor,KHEDA,16,Galteshwar,11,014,Rozva,રોઝવા
KHEDA,THASRA,RUSTAMPURA,RUSTAMPURA,8590,39,218,exact,successor,KHEDA,16,Galteshwar,11,048,Rustampura,રુસ્તમપુરા
KHEDA,THASRA,SAIYAT,SAIYAT,8591,55,1067,exact,taluka,KHEDA,16,Thasra,10,036,Saiyat,સૈયાત
KHEDA,THASRA,SALUN,SALUN,8592,45,420,exact,taluka,KHEDA,16,Thasra,10,006,Salun,સલુણ
KHEDA,THASRA,SANADRA,SANADRA,8593,35,912,exact,successor,KHEDA,16,Galteshwar,11,010,Sanadra,સનાદરા
KHEDA,THASRA,SANDHELI,SANDHELI,8594,66,2065,exact,taluka,KHEDA,16,Thasra,10,004,Sandheli,સાંઢેલી
KHEDA,THASRA,SANDHELIYA,SANDHELIYA,8595,22,164,exact,taluka,KHEDA,16,Thasra,10,054,Sandheliya,શાંઢેલીયા
KHEDA,THASRA,SANGOL,SANGOL,8596,43,286,exact,successor,KHEDA,16,Galteshwar,11,045,Sangol,સાંગોલ
KHEDA,THASRA,SARNAL,SARNAL,8597,33,182,exact,successor,KHEDA,16,Galteshwar,11,049,Sarnal,સરનાલ
KHEDA,THASRA,SHAHPURA,SHAHPURA,8598,14,266,exact,taluka,KHEDA,16,Thasra,10,053,Shahpura,શાહપુરા
KHEDA,THASRA,SHAMALPURA,SHAMALPURA,8599,45,253,exact,taluka,KHEDA,16,Thasra,10,001,Shamalpura,શામળપુરા
KHEDA,THASRA,SIMLAJ,SIMLAJ,8600,50,540,exact,taluka,KHEDA,16,Thasra,10,078,Simlaj,સીમલજ
KHEDA,THASRA,SONAIYA,SONAIYA,8601,12,325,exact,successor,KHEDA,16,Galteshwar,11,022,Sonaiya,સોનૈયા
KHEDA,THASRA,SONIPUR,SONIPUR,8602,101,621,exact,successor,KHEDA,16,Galteshwar,11,046,Sonipur,સોનીપુર
KHEDA,THASRA,SUI,SUI,8603,75,724,exact,taluka,KHEDA,16,Thasra,10,064,Sui,સુઈ
KHEDA,THASRA,TIMBANA MUVADA,TIMBANAMUVADA,8604,38,274,exact,successor,KHEDA,16,Galteshwar,11,098,Timbana Muvada,ટીંબાના મુવાડા
KHEDA,THASRA,UDHMATPURA,UDHMATPURA,8605,11,98,exact,taluka,KHEDA,16,Thasra,10,052,Udhmatpura,ઉધમાતપુરા
KHEDA,THASRA,UMBA,UMBA,8606,8,374,exact,taluka,KHEDA,16,Thasra,10,082,Umba,ઉંબા
KHEDA,THASRA,UPLET,UPLET,8607,15,105,exact,taluka,KHEDA,16,Thasra,10,068,Uplet,ઉપલેટ
KHEDA,THASRA,VADAD,VADAD,8608,65,1118,exact,successor,KHEDA,16,Galteshwar,11,023,Vadad,વાડદ
KHEDA,THASRA,VAJEWAL,VAJEWAL,8609,26,340,exact,taluka,KHEDA,16,Thasra,10,039,Vajewal,વજેવાલ
KHEDA,THASRA,VALLAVPURA,VALLAVPURA,8610,19,158,exact,taluka,KHEDA,16,Thasra,10,063,Vallavpura,વલ્લવપુરા
KHEDA,THASRA,VAMALI,VAMALI,8611,2,124,exact,taluka,KHEDA,16,Thasra,10,069,Vamali,વમાલી
KHEDA,THASRA,VANODA,VANODA,8612,76,938,exact,successor,KHEDA,16,Galteshwar,11,015,Vanoda,વનોડા
KHEDA,THASRA,VANOTI,VANOTI,8613,31,901,exact,taluka,KHEDA,16,Thasra,10,065,Vanoti,વણોતી
KHEDA,THASRA,VASO,VASO,8614,20,1006,exact,successor,KHEDA,16,Galteshwar,11,044,Vaso,વસો
KHEDA,THASRA,VINZOL,VINZOL,8615,46,563,exact,taluka,KHEDA,16,Thasra,10,077,vinzol,વીંઝોલ
KHEDA,THASRA,VITHTHAPURA,VITHTHAPURA,8616,27,100,exact,taluka,KHEDA,16,Thasra,10,033,Viththapura,વિઠ્ઠલપુરા
KHEDA,THASRA,WANGHROLI,WANGHROLI,8617,94,1901,exact,successor,KHEDA,16,Galteshwar,11,012,Wanghroli,વાંઘરોલી
KHEDA,VIRPUR,ALAMPURA,ALAMPURA,8618,1,69,exact,taluka,MAHISAGAR,32,Virpur,06,011,Alampura,આલમપુરા
KHEDA,VIRPUR,ASPUR,ASPUR,8619,36,196,exact,taluka,MAHISAGAR,32,Virpur,06,052,Aspur,આસપુર
KHEDA,VIRPUR,ASUNDARIYA,ASUNDARIYA,8620,25,418,exact,taluka,MAHISAGAR,32,Virpur,06,048,Asundariya,આસુંદરીયા
KHEDA,VIRPUR,BAGHARPURA,BAGHARPURA,8621,4,97,exact,taluka,MAHISAGAR,32,Virpur,06,006,Bagharpura,બાઘરપુરા
KHEDA,VIRPUR,BALVAKHANT NA MUVADA,BALVAKHANTNAMUVADA,8622,19,48,exact,taluka,MAHISAGAR,32,Virpur,06,037,balvakhant Na Muvada,બલવાખાંટ઼ના મુવાડા
KHEDA,VIRPUR,BAR,BAR,8623,50,1802,exact,taluka,MAHISAGAR,32,Virpur,06,049,Bar,બાર
KHEDA,VIRPUR,BARODA,BARODA,8624,30,387,exact,taluka,MAHISAGAR,32,Virpur,06,017,Baroda,બારોડા
KHEDA,VIRPUR,BHANJINI VAV,BHANJINIVAV,8625,29,223,exact,taluka,MAHISAGAR,32,Virpur,06,043,Bhanjini Vav,ભાણજી ની વાવ
KHEDA,VIRPUR,BHARODI,BHARODI,8626,51,340,exact,taluka,MAHISAGAR,32,Virpur,06,016,Bharodi,ભરોડી
KHEDA,VIRPUR,BHATPUR,BHATPUR,8627,37,262,exact,taluka,MAHISAGAR,32,Virpur,06,014,Bhatpur,ભાટપુર
KHEDA,VIRPUR,CHHARVANGI,CHHARVANGI,8628,7,63,exact,taluka,MAHISAGAR,32,Virpur,06,007,Chharvangi,છરવંગી
KHEDA,VIRPUR,CHIKHLI JHOJHA,CHIKHLIJHOJHA,8629,4,76,exact,taluka,MAHISAGAR,32,Virpur,06,002,Chikhli Jhojha,ચીખલી ઝોઝા
KHEDA,VIRPUR,CHORASA,CHORASA,8630,44,726,exact,taluka,MAHISAGAR,32,Virpur,06,023,Chorasa,ચોરસા
KHEDA,VIRPUR,DEBHARI,DEBHARI,8631,98,1256,exact,taluka,MAHISAGAR,32,Virpur,06,005,Debhari,ડેભારી
KHEDA,VIRPUR,DHORAVADA,DHORAVADA,8632,8,76,exact,taluka,MAHISAGAR,32,Virpur,06,027,Dhoravada,ધોરાવાડા
KHEDA,VIRPUR,GADHELI,GADHELI,8633,20,310,exact,taluka,MAHISAGAR,32,Virpur,06,045,Gadheli,ગાંધેલી
KHEDA,VIRPUR,GANDHARI,GANDHARI,8634,46,422,exact,taluka,MAHISAGAR,32,Virpur,06,010,Gandhari,ગંધારી
KHEDA,VIRPUR,GHATDA,GHATDA,8635,31,340,exact,taluka,MAHISAGAR,32,Virpur,06,004,Ghatda,ઘાટડા
KHEDA,VIRPUR,GOMVADI,GOMVADI,8636,9,43,exact,taluka,MAHISAGAR,32,Virpur,06,025,Gomvadi,ગોમવાડી
KHEDA,VIRPUR,GOPALPURA,GOPALPURA,8637,29,124,exact,taluka,MAHISAGAR,32,Virpur,06,030,Gopalpura,ગોપાલપુરા
KHEDA,VIRPUR,HANDIYA (VIRPUR),HANDIYAVIRPUR,8638,10,292,exact,taluka,MAHISAGAR,32,Virpur,06,035,Handiya (Virpur),હાંડીયા(વિરપુર)
KHEDA,VIRPUR,JAMALPUR,JAMALPUR,8639,11,112,exact,taluka,MAHISAGAR,32,Virpur,06,028,Jamalpur,જમાલપુર
KHEDA,VIRPUR,JAMBUDI,JAMBUDI,8640,6,64,exact,taluka,MAHISAGAR,32,Virpur,06,039,Jambudi,જાંબુડી
KHEDA,VIRPUR,JAVARKHAT NA MUVADA,JAVARKHATNAMUVADA,8641,7,93,exact,taluka,MAHISAGAR,32,Virpur,06,041,Javarkhat Na Muvada,ઝવરખાંટના મુવાડા
KHEDA,VIRPUR,JODHPUR,JODHPUR,8642,33,985,exact,taluka,MAHISAGAR,32,Virpur,06,051,Jodhpur,જોધપુર
KHEDA,VIRPUR,KASLAVATI,KASLAVATI,8643,17,252,exact,taluka,MAHISAGAR,32,Virpur,06,031,Kaslavati,કસલાવટી
KHEDA,VIRPUR,KASUDI,KASUDI,8644,13,224,exact,taluka,MAHISAGAR,32,Virpur,06,019,Kasudi,કાસોડી
KHEDA,VIRPUR,KHAROD,KHAROD,8645,49,669,exact,taluka,MAHISAGAR,32,Virpur,06,038,Kharod,ખરોડ
KHEDA,VIRPUR,KHATA,KHATA,8646,28,385,exact,taluka,MAHISAGAR,32,Virpur,06,003,Khata,ખાટા
KHEDA,VIRPUR,KHEROLI,KHEROLI,8647,51,487,exact,taluka,MAHISAGAR,32,Virpur,06,033,Kheroli,ખેરોલી
KHEDA,VIRPUR,KOYDAM,KOYDAM,8648,39,906,exact,taluka,MAHISAGAR,32,Virpur,06,013,Koydam,કોયડમ
KHEDA,VIRPUR,KOYLA,KOYLA,8649,32,397,exact,taluka,MAHISAGAR,32,Virpur,06,008,Koyla,કોયલા
KHEDA,VIRPUR,KUMBHARVADI,KUMBHARVADI,8650,43,563,exact,taluka,MAHISAGAR,32,Virpur,06,018,Kumbharvadi,કુંભરવાડી
KHEDA,VIRPUR,LIMBARVADA,LIMBARVADA,8651,50,2381,exact,taluka,MAHISAGAR,32,Virpur,06,034,Limbarvada,લીંબરવાડા
KHEDA,VIRPUR,NASROLI,NASROLI,8652,28,211,exact,taluka,MAHISAGAR,32,Virpur,06,032,Nasroli,નાસરોલી
KHEDA,VIRPUR,PANSRODA,PANSRODA,8653,20,354,exact,taluka,MAHISAGAR,32,Virpur,06,040,Pansroda,પાંસરોડા
KHEDA,VIRPUR,PANTA,PANTA,8654,9,162,exact,taluka,MAHISAGAR,32,Virpur,06,044,Panta,પાંટા
KHEDA,VIRPUR,RAJENA,RAJENA,8655,14,137,exact,taluka,MAHISAGAR,32,Virpur,06,026,Rajena,રાજેણા
KHEDA,VIRPUR,RAJPUR (VIRPUR),RAJPURVIRPUR,8656,27,224,exact,taluka,MAHISAGAR,32,Virpur,06,020,Rajpur (Virpur),રાજપુર(વિરપુર)
KHEDA,VIRPUR,RALIYATA (VIRPUR),RALIYATAVIRPUR,8657,13,113,exact,taluka,MAHISAGAR,32,Virpur,06,015,Raliyata (Virpur),રળીયાતા(વિરપુર)
KHEDA,VIRPUR,RAMPURA,RAMPURA,8658,29,210,exact,taluka,MAHISAGAR,32,Virpur,06,009,Rampura,રામપુરા
KHEDA,VIRPUR,RASULPUR,RASULPUR,8659,27,142,exact,taluka,MAHISAGAR,32,Virpur,06,029,Rasulpur,રસુલપુર
KHEDA,VIRPUR,RATANKUVA,RATANKUVA,8660,52,633,exact,taluka,MAHISAGAR,32,Virpur,06,047,Ratankuva,રતનકુવા
KHEDA,VIRPUR,ROJHAV,ROJHAV,8661,16,208,exact,taluka,MAHISAGAR,32,Virpur,06,024,Rojhav,રોઝાવ
KHEDA,VIRPUR,SALAIYA,SALAIYA,8662,41,564,exact,taluka,MAHISAGAR,32,Virpur,06,021,Salaiya,સાલૈયા
KHEDA,VIRPUR,SARADIYA,SARADIYA,8663,62,1319,exact,taluka,MAHISAGAR,32,Virpur,06,046,Saradiya,સરાડીયા
KHEDA,VIRPUR,SARIYA,SARIYA,8664,24,239,exact,taluka,MAHISAGAR,32,Virpur,06,036,Sariya,સારીયા
KHEDA,VIRPUR,TAJPUR,TAJPUR,8665,15,23,exact,taluka,MAHISAGAR,32,Virpur,06,053,Tajpur,તાજપુર
KHEDA,VIRPUR,UMARIYA,UMARIYA,8666,3,122,exact,taluka,MAHISAGAR,32,Virpur,06,012,Umariya,ઉમરીયા
KHEDA,VIRPUR,VAGHAS,VAGHAS,8667,60,360,exact,taluka,MAHISAGAR,32,Virpur,06,022,vaghas,વઘાસ
KHEDA,VIRPUR,VARADHARA,VARADHARA,8668,46,610,exact,taluka,MAHISAGAR,32,Virpur,06,042,Varadhara,વરધરા
KHEDA,VIRPUR,VIRPUR,VIRPUR,8669,99,579,exact,taluka,MAHISAGAR,32,Virpur,06,054,Virpur,વિરપુર
