district,taluka,village,village_key,n_rows,n_surveys
DAHOD,LIMKHEDA,TARMI,TARMI,26,130
DAHOD,LIMKHEDA,TIMBA,TIMBA,14,59
DAHOD,LIMKHEDA,TOYANI,TOYANI,5,142
DAHOD,LIMKHEDA,TUTAGHATI,TUTAGHATI,2,89
DAHOD,LIMKHEDA,UMEDPURA,UMEDPURA,16,102
DAHOD,LIMKHEDA,USARA,USARA,8,134
DAHOD,LIMKHEDA,VADA PIPALA,VADAPIPALA,12,29
DAHOD,LIMKHEDA,VADELA,VADELA,30,353
DAHOD,LIMKHEDA,VAGHNALA,VAGHNALA,11,81
DAHOD,LIMKHEDA,VALAGOTA,VALAGOTA,21,210
DAHOD,LIMKHEDA,VALUNDI,VALUNDI,8,73
DAHOD,LIMKHEDA,VANJARIYA,VANJARIYA,2,90
DAHOD,LIMKHEDA,VATEDA,VATEDA,19,83
DAHOD,LIMKHEDA,VISLANGA,VISLANGA,22,104
DAHOD,LIMKHEDA,ZAMRI,ZAMRI,28,144
DAHOD,LIMKHEDA,ZERJITGADH,ZERJITGADH,38,162
DAHOD,ZALOD,AABA,AABA,39,413
DAHOD,ZALOD,ABBJARAN,ABBJARAN,4,30
DAHOD,ZALOD,ANIKA,ANIKA,13,245
DAHOD,ZALOD,ANVARPURA,ANVARPURA,12,139
DAHOD,ZALOD,BABELA,BABELA,17,1079
DAHOD,ZALOD,BAJARVADA,BAJARVADA,9,335
DAHOD,ZALOD,BCHKRIYA,BCHKRIYA,10,318
DAHOD,ZALOD,BHAMAN,BHAMAN,5,158
DAHOD,ZALOD,BHAMELA,BHAMELA,21,110
DAHOD,ZALOD,BHANPUR,BHANPUR,9,84
DAHOD,ZALOD,BILVANI,BILVANI,12,211
DAHOD,ZALOD,BODADUNGAR,BODADUNGAR,7,60
DAHOD,ZALOD,BODIYABHIT,BODIYABHIT,6,73
DAHOD,ZALOD,CHAKISANA,CHAKISANA,17,454
DAHOD,ZALOD,CHAKLIYA,CHAKLIYA,28,793
DAHOD,ZALOD,CHANDANANA MUVADA,CHANDANANAMUVADA,16,74
DAHOD,ZALOD,CHASIYA,CHASIYA,12,148
DAHOD,ZALOD,CHATKA,CHATKA,6,92
DAHOD,ZALOD,CHAYAN,CHAYAN,23,304
DAHOD,ZALOD,CHITRODIYA,CHITRODIYA,20,376
DAHOD,ZALOD,CHMARIYA,CHMARIYA,29,327
DAHOD,ZALOD,DAGIRIYA,DAGIRIYA,17,188
DAHOD,ZALOD,DATIYA,DATIYA,9,147
DAHOD,ZALOD,DAVGINISASVANI,DAVGINISASVANI,8,80
DAHOD,ZALOD,DHADIYA,DHADIYA,3,172
DAHOD,ZALOD,DHADIYANO NALO,DHADIYANONALO,2,32
DAHOD,ZALOD,DHALSIMAL,DHALSIMAL,13,83
DAHOD,ZALOD,DHARADUNGAR,DHARADUNGAR,8,121
DAHOD,ZALOD,DHAVDIYA,DHAVDIYA,41,1023
DAHOD,ZALOD,DHAVDIYAFALIYA,DHAVDIYAFALIYA,5,34
DAHOD,ZALOD,DHMANA,DHMANA,22,234
DAHOD,ZALOD,DOKATALAVDI,DOKATALAVDI,7,56
DAHOD,ZALOD,DOKI,DOKI,5,42
DAHOD,ZALOD,DUGARI,DUGARI,35,371
DAHOD,ZALOD,DUNGARA,DUNGARA,6,213
DAHOD,ZALOD,ETADI,ETADI,10,112
DAHOD,ZALOD,FOOLPURA,FOOLPURA,13,1650
DAHOD,ZALOD,GALANAPAD,GALANAPAD,2,50
DAHOD,ZALOD,GAMDI,GAMDI,15,353
DAHOD,ZALOD,GARADIYA,GARADIYA,6,74
DAHOD,ZALOD,GARADU,GARADU,9,651
DAHOD,ZALOD,GASLI,GASLI,7,98
DAHOD,ZALOD,GHASVA,GHASVA,2,108
DAHOD,ZALOD,GHODIYA,GHODIYA,2,144
DAHOD,ZALOD,GOLANA,GOLANA,6,76
DAHOD,ZALOD,GOVIDATALI,GOVIDATALI,14,143
DAHOD,ZALOD,GULTORA,GULTORA,5,340
DAHOD,ZALOD,HADMTKHUTA,HADMTKHUTA,11,146
DAHOD,ZALOD,HIROLA,HIROLA,19,606
DAHOD,ZALOD,JAFARPURA,JAFARPURA,26,306
DAHOD,ZALOD,JAROR,JAROR,8,67
DAHOD,ZALOD,JASUNI,JASUNI,9,269
DAHOD,ZALOD,JATPUR,JATPUR,4,675
DAHOD,ZALOD,JITPURA,JITPURA,2,56
DAHOD,ZALOD,JUSA,JUSA,22,278
DAHOD,ZALOD,KACHLDHARA,KACHLDHARA,14,71
DAHOD,ZALOD,KADVAL,KADVAL,64,882
DAHOD,ZALOD,KADVANAPAD,KADVANAPAD,4,47
DAHOD,ZALOD,KAKRAKUVA,KAKRAKUVA,19,69
DAHOD,ZALOD,KAKRELI,KAKRELI,6,59
DAHOD,ZALOD,KALGINISARSVANI,KALGINISARSVANI,9,236
DAHOD,ZALOD,KALIGAM GURJAR,KALIGAMGURJAR,22,308
DAHOD,ZALOD,KALIYA TLAV,KALIYATLAV,4,67
DAHOD,ZALOD,KALIYAGAM INAMI,KALIYAGAMINAMI,18,163
DAHOD,ZALOD,KANGIKHADI,KANGIKHADI,7,368
DAHOD,ZALOD,KARMBA,KARMBA,27,449
DAHOD,ZALOD,KARTH,KARTH,96,1108
DAHOD,ZALOD,KAVDANAMUVADA,KAVDANAMUVADA,9,118
DAHOD,ZALOD,KHADA,KHADA,3,101
DAHOD,ZALOD,KHAKHRIYA,KHAKHRIYA,3,103
DAHOD,ZALOD,KHARSANA,KHARSANA,46,207
DAHOD,ZALOD,KHARVANI,KHARVANI,21,361
DAHOD,ZALOD,KLIYANPURA,KLIYANPURA,7,64
DAHOD,ZALOD,KOTA,KOTA,19,306
DAHOD,ZALOD,KOTDA,KOTDA,7,32
DAHOD,ZALOD,KUNDA,KUNDA,9,60
DAHOD,ZALOD,KUNI,KUNI,10,164
DAHOD,ZALOD,LAVARA,LAVARA,9,138
DAHOD,ZALOD,LILVA DEVA,LILVADEVA,15,227
DAHOD,ZALOD,LILVA POKAR,LILVAPOKAR,5,78
DAHOD,ZALOD,LILVATHAKOR,LILVATHAKOR,18,298
DAHOD,ZALOD,LIMDI,LIMDI,134,517
DAHOD,ZALOD,LUNJANA MUVADA,LUNJANAMUVADA,7,79
DAHOD,ZALOD,MAGHANISAR,MAGHANISAR,16,69
DAHOD,ZALOD,MALNIYA,MALNIYA,6,140
DAHOD,ZALOD,MALVASI,MALVASI,42,328
DAHOD,ZALOD,MANDLI,MANDLI,8,160
DAHOD,ZALOD,MHUDI,MHUDI,27,214
DAHOD,ZALOD,MIRAKHADI,MIRAKHADI,39,253
DAHOD,ZALOD,MOLI,MOLI,13,211
DAHOD,ZALOD,MOTA KALIYA,MOTAKALIYA,14,56
DAHOD,ZALOD,MOTIHADI,MOTIHADI,18,1642
DAHOD,ZALOD,MUMDHA,MUMDHA,32,296
DAHOD,ZALOD,MUNDAHEDA,MUNDAHEDA,41,444
DAHOD,ZALOD,MUNKHOSLA,MUNKHOSLA,28,405
DAHOD,ZALOD,NANA KALIYA,NANAKALIYA,6,163
DAHOD,ZALOD,NANIHADI,NANIHADI,5,93
DAHOD,ZALOD,NANSALAI,NANSALAI,32,449
DAHOD,ZALOD,NARIYANI MUVADI,NARIYANIMUVADI,10,47
DAHOD,ZALOD,NENKI,NENKI,16,224
DAHOD,ZALOD,NIMEVROD,NIMEVROD,23,109
DAHOD,ZALOD,PANIYA,PANIYA,3,82
DAHOD,ZALOD,PAPELA,PAPELA,3,57
DAHOD,ZALOD,PAREVA,PAREVA,11,217
DAHOD,ZALOD,PARTAPURA,PARTAPURA,15,131
DAHOD,ZALOD,PARTHMPUR,PARTHMPUR,17,652
DAHOD,ZALOD,PAVDI,PAVDI,46,529
DAHOD,ZALOD,PETHAPUR,PETHAPUR,45,870
DAHOD,ZALOD,PICHODA,PICHODA,23,292
DAHOD,ZALOD,PIPLET,PIPLET,10,88
DAHOD,ZALOD,PIPLIYA,PIPLIYA,9,230
DAHOD,ZALOD,RAJDIYA,RAJDIYA,5,57
DAHOD,ZALOD,RAJPUR,RAJPUR,19,153
DAHOD,ZALOD,RALIYATI BHURA,RALIYATIBHURA,20,219
DAHOD,ZALOD,RALIYATI GURJAR,RALIYATIGURJAR,10,132
DAHOD,ZALOD,RAMPURA,RAMPURA,15,81
DAHOD,ZALOD,RANIYAR ENAMI,RANIYARENAMI,26,385
DAHOD,ZALOD,RANIYAR SARKARI,RANIYARSARKARI,6,387
DAHOD,ZALOD,RAYPURA,RAYPURA,14,77
DAHOD,ZALOD,RUPAKHADA,RUPAKHADA,18,324
DAHOD,ZALOD,SABLI,SABLI,16,59
DAHOD,ZALOD,SANJALI,SANJALI,19,248
DAHOD,ZALOD,SANKRPURA,SANKRPURA,21,272
DAHOD,ZALOD,SAPOI,SAPOI,22,631
DAHOD,ZALOD,SARDA,SARDA,6,76
DAHOD,ZALOD,SARMARIYA,SARMARIYA,8,284
DAHOD,ZALOD,SARORI,SARORI,7,509
DAHOD,ZALOD,SIMALIYA,SIMALIYA,27,296
DAHOD,ZALOD,SITAVTLI,SITAVTLI,7,58
DAHOD,ZALOD,SUTHARVASA,SUTHARVASA,39,691
DAHOD,ZALOD,TADHAGOLA,TADHAGOLA,14,286
DAHOD,ZALOD,TANDI,TANDI,12,173
DAHOD,ZALOD,TARKDAMHUDI,TARKDAMHUDI,3,299
DAHOD,ZALOD,TARKDAMHUDINAMUVADA,TARKDAMHUDINAMUVADA,3,331
DAHOD,ZALOD,THALA SANJALI,THALASANJALI,7,180
DAHOD,ZALOD,THALALIMDI,THALALIMDI,32,123
DAHOD,ZALOD,THERKA,THERKA,9,125
DAHOD,ZALOD,THUNTHI KANKASIYA,THUNTHIKANKASIYA,14,112
DAHOD,ZALOD,TIMACHI,TIMACHI,13,89
DAHOD,ZALOD,TISANAMUVADA,TISANAMUVADA,7,50
DAHOD,ZALOD,TITRIYA,TITRIYA,16,104
DAHOD,ZALOD,VAGALA,VAGALA,15,722
DAHOD,ZALOD,VAKOL,VAKOL,26,197
DAHOD,ZALOD,VALPURA,VALPURA,19,121
DAHOD,ZALOD,VALUNDA,VALUNDA,2,44
DAHOD,ZALOD,VANIYAGHATI,VANIYAGHATI,13,36
DAHOD,ZALOD,VAROD,VAROD,50,568
DAHOD,ZALOD,VASIYA,VASIYA,16,203
DAHOD,ZALOD,VSTI,VSTI,18,68
DANG,DANG,AHERDI,AHERDI,9,31
DANG,DANG,AHIRPADA,AHIRPADA,4,56
DANG,DANG,AHWA,AHWA,27,229
DANG,DANG,AMBALIA,AMBALIA,9,77
DANG,DANG,AMBAPADA (VAGHAI),AMBAPADAVAGHAI,11,123
DANG,DANG,AMBUR,AMBUR,9,32
DANG,DANG,AMSARPADA,AMSARPADA,11,103
DANG,DANG,AMSARWALAN,AMSARWALAN,6,39
DANG,DANG,AMTHAWA,AMTHAWA,8,56
DANG,DANG,ANJANKUND,ANJANKUND,12,79
DANG,DANG,BADIGANVTHA,BADIGANVTHA,9,46
DANG,DANG,BAJ,BAJ,33,226
DANG,DANG,BANDHPADA,BANDHPADA,11,57
DANG,DANG,BARADPANI,BARADPANI,1,87
DANG,DANG,BARDA,BARDA,9,74
DANG,DANG,BARDA (MANMODISAJA),BARDAMANMODISAJA,3,140
DANG,DANG,BARDA(KHAMBHLA SAJA),BARDAKHAMBHLASAJA,5,72
DANG,DANG,BARDIPADA (SAJA),BARDIPADASAJA,11,65
DANG,DANG,BARDIPADA(NAKTYAHANW,BARDIPADANAKTYAHANW,10,54
DANG,DANG,BARIPADA,BARIPADA,4,46
DANG,DANG,BARKHANDHIA,BARKHANDHIA,13,241
DANG,DANG,BARMIAWAD,BARMIAWAD,1,215
DANG,DANG,BEHDUN,BEHDUN,2,29
DANG,DANG,BHADARPADA,BHADARPADA,10,238
DANG,DANG,BHALKHET,BHALKHET,10,60
DANG,DANG,BHAPKHAL,BHAPKHAL,2,41
DANG,DANG,BHAVANDAGAD,BHAVANDAGAD,23,138
DANG,DANG,BHAWADI,BHAWADI,10,120
DANG,DANG,BHENDMAL,BHENDMAL,11,146
DANG,DANG,BHISYA,BHISYA,15,114
DANG,DANG,BHONDVIHIR,BHONDVIHIR,5,57
DANG,DANG,BHONGDYA,BHONGDYA,5,36
DANG,DANG,BHUJAD,BHUJAD,9,69
DANG,DANG,BHURBHENDI,BHURBHENDI,1,8
DANG,DANG,BIBUPADA,BIBUPADA,7,81
DANG,DANG,BIJURPADA,BIJURPADA,7,92
DANG,DANG,BILBARI,BILBARI,10,70
DANG,DANG,BILIAMBA,BILIAMBA,11,55
DANG,DANG,BILMAL,BILMAL,2,193
DANG,DANG,BOKADMAL,BOKADMAL,4,31
DANG,DANG,BONDARMAL,BONDARMAL,9,125
DANG,DANG,BORDAHAD,BORDAHAD,8,51
DANG,DANG,BORIGAOTHA (WAGHAISA,BORIGAOTHAWAGHAISA,23,126
DANG,DANG,BORKHAL,BORKHAL,28,191
DANG,DANG,BORKHET,BORKHET,13,77
DANG,DANG,BORPADA,BORPADA,3,81
DANG,DANG,BURTHADI,BURTHADI,6,79
DANG,DANG,CHAMARPADA,CHAMARPADA,8,14
DANG,DANG,CHANKHAL,CHANKHAL,13,87
DANG,DANG,CHAUKIYA,CHAUKIYA,13,131
DANG,DANG,CHAVADVEL,CHAVADVEL,16,22
DANG,DANG,CHICHIGAONTHA,CHICHIGAONTHA,7,51
DANG,DANG,CHICHPADA (VADPADA),CHICHPADAVADPADA,1,54
DANG,DANG,CHIKAR (JHAVDASAJA),CHIKARJHAVDASAJA,12,67
DANG,DANG,CHIKAR(RAMBHAS SAJA),CHIKARRAMBHASSAJA,9,116
DANG,DANG,CHIKATIYA,CHIKATIYA,29,210
DANG,DANG,CHIKHALDA,CHIKHALDA,7,16
DANG,DANG,CHIKHALI (SAMGAHANSA,CHIKHALISAMGAHANSA,3,91
DANG,DANG,CHIKLI (LAVCHALISAJA,CHIKLILAVCHALISAJA,1,33
DANG,DANG,CHINCHDHARA,CHINCHDHARA,7,47
DANG,DANG,CHINCHLI,CHINCHLI,25,136
DANG,DANG,CHINCHOD,CHINCHOD,12,155
DANG,DANG,CHINCHPADA (GALKUND,CHINCHPADAGALKUND,12,103
DANG,DANG,CHINCHVIHIR,CHINCHVIHIR,7,54
DANG,DANG,CHIRAPADA,CHIRAPADA,9,202
DANG,DANG,DABDAR (WAGHAI),DABDARWAGHAI,5,132
DANG,DANG,DAGADIAMBA,DAGADIAMBA,4,62
DANG,DANG,DAGADPADA,DAGADPADA,1,91
DANG,DANG,DAGUNIYA,DAGUNIYA,16,356
DANG,DANG,DAHER,DAHER,8,147
DANG,DANG,DARAPADA,DARAPADA,18,125
DANG,DANG,DARDI,DARDI,3,10
DANG,DANG,DAVDAHAD,DAVDAHAD,12,123
DANG,DANG,DHADHRA,DHADHRA,25,121
DANG,DANG,DHANGDI,DHANGDI,9,157
DANG,DANG,DHAVALIDOD,DHAVALIDOD,18,199
DANG,DANG,DHODHALPADA,DHODHALPADA,15,199
DANG,DANG,DHOLIYAUMBAR(NARAYAN,DHOLIYAUMBARNARAYAN,11,112
DANG,DANG,DHUDA,DHUDA,12,76
DANG,DANG,DHULCHOND,DHULCHOND,5,74
DANG,DANG,DHULDA,DHULDA,9,39
DANG,DANG,DHUMKHAL,DHUMKHAL,25,194
DANG,DANG,DIVADYAWAN,DIVADYAWAN,8,63
DANG,DANG,DIWAN TEMBRUN,DIWANTEMBRUN,20,258
DANG,DANG,DODIPADA,DODIPADA,21,116
DANG,DANG,DOKPATAL,DOKPATAL,4,56
DANG,DANG,DON,DON,48,315
DANG,DANG,DUMARYA,DUMARYA,8,36
DANG,DANG,DUNGARDA,DUNGARDA,7,36
DANG,DANG,ENGINPADA (CALBARI),ENGINPADACALBARI,2,16
DANG,DANG,GADAD,GADAD,29,125
DANG,DANG,GADVIHIR,GADVIHIR,6,92
DANG,DANG,GALKUND,GALKUND,11,69
DANG,DANG,GARKHADI,GARKHADI,17,197
DANG,DANG,GARMAL,GARMAL,18,101
DANG,DANG,GAURYA,GAURYA,17,98
DANG,DANG,GAVDAHAD,GAVDAHAD,15,70
DANG,DANG,GAWHAN,GAWHAN,8,147
DANG,DANG,GAYGOTHAN,GAYGOTHAN,13,180
DANG,DANG,GAYKHAS,GAYKHAS,10,114
DANG,DANG,GHANA,GHANA,11,199
DANG,DANG,GHANIAMBA,GHANIAMBA,4,25
DANG,DANG,GHODI,GHODI,21,275
DANG,DANG,GHODWAHAL,GHODWAHAL,4,85
DANG,DANG,GHOGHLI,GHOGHLI,20,110
DANG,DANG,GHUBADIA,GHUBADIA,8,138
DANG,DANG,GHUBITA,GHUBITA,7,87
DANG,DANG,GIRA,GIRA,6,47
DANG,DANG,GIRMAL,GIRMAL,22,100
DANG,DANG,GOLASTA,GOLASTA,4,33
DANG,DANG,GONDALVIHIR,GONDALVIHIR,23,147
DANG,DANG,GOTIYAMAL,GOTIYAMAL,9,186
DANG,DANG,GUNDIA,GUNDIA,23,200
DANG,DANG,GUNDVAHAL,GUNDVAHAL,11,228
DANG,DANG,GUNJPEDA,GUNJPEDA,17,107
DANG,DANG,GURUDIYA,GURUDIYA,6,60
DANG,DANG,HADOL,HADOL,3,57
DANG,DANG,HANWATCHOND,HANWATCHOND,49,343
DANG,DANG,HANWATPADA(CHINCHLIS,HANWATPADACHINCHLIS,10,88
DANG,DANG,HANWATPADA(PIPALDAHA,HANWATPADAPIPALDAHA,6,92
DANG,DANG,HARPADA,HARPADA,15,81
DANG,DANG,HINDLA,HINDLA,8,77
DANG,DANG,HUMBAPADA,HUMBAPADA,6,108
DANG,DANG,ISDAR(BORKHALSAJA),ISDARBORKHALSAJA,7,72
DANG,DANG,ISKHANDI,ISKHANDI,12,65
DANG,DANG,JAKHANA,JAKHANA,35,367
DANG,DANG,JAMALPADA,JAMALPADA,6,56
DANG,DANG,JAMANPADA,JAMANPADA,22,50
DANG,DANG,JAMANSONDA,JAMANSONDA,9,85
DANG,DANG,JAMANVIHIR,JAMANVIHIR,9,68
DANG,DANG,JAMANYA,JAMANYA,11,53
DANG,DANG,JAMDAR,JAMDAR,4,123
DANG,DANG,JAMLA,JAMLA,3,65
DANG,DANG,JAMLAPADA(GADHVISAJA,JAMLAPADAGADHVISAJA,9,48
DANG,DANG,JAMNYAMAL,JAMNYAMAL,9,160
DANG,DANG,JARSOL,JARSOL,6,65
DANG,DANG,JAVTALA,JAVTALA,14,114
DANG,DANG,JHARAN,JHARAN,4,104
DANG,DANG,JHARI,JHARI,23,151
DANG,DANG,JHAVDA,JHAVDA,18,121
DANG,DANG,JOGBARI,JOGBARI,4,143
DANG,DANG,JOGTHAWA,JOGTHAWA,4,45
DANG,DANG,JUNNER,JUNNER,10,63
DANG,DANG,KADMAL(GADADSAJA),KADMALGADADSAJA,6,96
DANG,DANG,KADMAL(SUBIR),KADMALSUBIR,2,25
DANG,DANG,KAHANDOLGHODI,KAHANDOLGHODI,6,66
DANG,DANG,KAKADVIHIR,KAKADVIHIR,7,125
DANG,DANG,KAKARDA,KAKARDA,13,68
DANG,DANG,KAKSHALA,KAKSHALA,17,162
DANG,DANG,KALAMKHET,KALAMKHET,21,111
DANG,DANG,KALAMVIHIR,KALAMVIHIR,18,118
DANG,DANG,KALIBEL,KALIBEL,40,192
DANG,DANG,KAMAD,KAMAD,8,128
DANG,DANG,KAMDIAWAN,KAMDIAWAN,9,38
DANG,DANG,KANCHANPADA,KANCHANPADA,23,225
DANG,DANG,KANGARIYAMAL,KANGARIYAMAL,4,95
DANG,DANG,KARADIAMBA,KARADIAMBA,5,66
DANG,DANG,KARANJDA(LAVCHALISEJ,KARANJDALAVCHALISEJ,9,39
DANG,DANG,KARANJDI(GADADSAJA),KARANJDIGADADSAJA,3,41
DANG,DANG,KARANJPADA,KARANJPADA,10,27
DANG,DANG,KASADBARI,KASADBARI,12,79
DANG,DANG,KASAVDAHAD,KASAVDAHAD,7,29
DANG,DANG,KEL,KEL,15,101
DANG,DANG,KESHBANDH,KESHBANDH,11,168
DANG,DANG,KHAJURNA,KHAJURNA,13,83
DANG,DANG,KHAMBHLA,KHAMBHLA,11,94
DANG,DANG,KHAPRI,KHAPRI,3,33
DANG,DANG,KHATAL,KHATAL,5,43
DANG,DANG,KHERINDRA,KHERINDRA,9,135
DANG,DANG,KHIRMANI,KHIRMANI,20,169
DANG,DANG,KHOKHARI,KHOKHARI,11,36
DANG,DANG,KHOPRIAMBA,KHOPRIAMBA,3,28
DANG,DANG,KIRLI,KIRLI,8,51
DANG,DANG,KOSAMBIA,KOSAMBIA,1,57
DANG,DANG,KOSIMDA,KOSIMDA,4,50
DANG,DANG,KOSIMPATAL,KOSIMPATAL,8,97
DANG,DANG,KOTAMDAR,KOTAMDAR,3,86
DANG,DANG,KOTBA,KOTBA,15,252
DANG,DANG,KOYLIPADA,KOYLIPADA,17,99
DANG,DANG,KUDKAS,KUDKAS,19,148
DANG,DANG,KUKADNAKHI,KUKADNAKHI,8,75
DANG,DANG,KUMARBANDH,KUMARBANDH,8,95
DANG,DANG,KUNDA,KUNDA,11,120
DANG,DANG,KUSMAL,KUSMAL,10,176
DANG,DANG,KUTARNACHIYA,KUTARNACHIYA,7,43
DANG,DANG,LAHAN JHADADAR,LAHANJHADADAR,18,116
DANG,DANG,LAHAN KASAD,LAHANKASAD,3,33
DANG,DANG,LAHANCHARYA,LAHANCHARYA,33,195
DANG,DANG,LAHANDABDAR,LAHANDABDAR,12,209
DANG,DANG,LAHANDABHAS,LAHANDABHAS,7,149
DANG,DANG,LAHANMALUNGA,LAHANMALUNGA,11,168
DANG,DANG,LAVCHALI,LAVCHALI,12,44
DANG,DANG,LINGA,LINGA,1,64
DANG,DANG,MADALBARI,MADALBARI,16,55
DANG,DANG,MAHAL,MAHAL,19,75
DANG,DANG,MAHALPADA,MAHALPADA,18,81
DANG,DANG,MAHARAYCHOND,MAHARAYCHOND,4,83
DANG,DANG,MAHARDAR,MAHARDAR,6,66
DANG,DANG,MALEGAON,MALEGAON,10,145
DANG,DANG,MALGA,MALGA,33,151
DANG,DANG,MALIN,MALIN,5,135
DANG,DANG,MANMODI,MANMODI,20,88
DANG,DANG,MASLI,MASLI,14,75
DANG,DANG,MOGRA,MOGRA,30,115
DANG,DANG,MOHPADA(GALKUNDSAJA),MOHPADAGALKUNDSAJA,11,135
DANG,DANG,MORZIRA,MORZIRA,23,115
DANG,DANG,MOTA MALUNGA,MOTAMALUNGA,9,172
DANG,DANG,MOTACHARYA,MOTACHARYA,25,134
DANG,DANG,MOTI DABDAR,MOTIDABDAR,16,165
DANG,DANG,MOTI DABHAS,MOTIDABHAS,12,135
DANG,DANG,MOTI JHADADAR,MOTIJHADADAR,1,33
DANG,DANG,MOTI KASAD,MOTIKASAD,19,158
DANG,DANG,MULCHOND,MULCHOND,14,204
DANG,DANG,MURAMBI,MURAMBI,15,213
DANG,DANG,NADAGKHADI,NADAGKHADI,37,179
DANG,DANG,NADAKCHOND,NADAKCHOND,23,224
DANG,DANG,NAKATIA HANWAT,NAKATIAHANWAT,20,71
DANG,DANG,NANAPADA,NANAPADA,23,159
DANG,DANG,NANDANPEDA,NANDANPEDA,20,79
DANG,DANG,NILSAKIYA,NILSAKIYA,12,191
DANG,DANG,NIMBARPADA,NIMBARPADA,26,133
DANG,DANG,NIMPADA,NIMPADA,14,49
DANG,DANG,NIRGUDMAL,NIRGUDMAL,8,87
DANG,DANG,NISHANA,NISHANA,2,245
DANG,DANG,PADALKHADI,PADALKHADI,10,140
DANG,DANG,PALSAMAL,PALSAMAL,7,61
DANG,DANG,PANDHARMAL,PANDHARMAL,3,51
DANG,DANG,PANDHARPADA,PANDHARPADA,4,56
DANG,DANG,PANDVA,PANDVA,18,104
DANG,DANG,PATLI,PATLI,6,55
DANG,DANG,PAYARPADA,PAYARPADA,15,201
DANG,DANG,PIMPRI,PIMPRI,27,94
DANG,DANG,PIPALAIDEVI,PIPALAIDEVI,17,108
DANG,DANG,PIPALDAHAD,PIPALDAHAD,11,60
DANG,DANG,PIPALGHODI,PIPALGHODI,17,116
DANG,DANG,PIPALPADA,PIPALPADA,2,101
DANG,DANG,PIPALPADA(GALKUNDSAJ,PIPALPADAGALKUNDSAJ,16,179
DANG,DANG,PIPALYAMAL,PIPALYAMAL,7,92
DANG,DANG,RAMBHAS,RAMBHAS,16,79
DANG,DANG,RANPADA,RANPADA,9,179
DANG,DANG,RAVCHOND,RAVCHOND,6,112
DANG,DANG,SADADMAL,SADADMAL,12,148
DANG,DANG,SADADVIHIR,SADADVIHIR,7,56
DANG,DANG,SAJUPADA,SAJUPADA,15,76
DANG,DANG,SAKARPATAL,SAKARPATAL,14,90
DANG,DANG,SAMGAHAN,SAMGAHAN,11,147
DANG,DANG,SAPUTARA,SAPUTARA,2,45
DANG,DANG,SARWAR,SARWAR,34,118
DANG,DANG,SATBABLA,SATBABLA,13,122
DANG,DANG,SATI,SATI,9,104
DANG,DANG,SAWARDA,SAWARDA,11,80
DANG,DANG,SAWARDAKASAD,SAWARDAKASAD,3,22
DANG,DANG,SAWARKHADI,SAWARKHADI,11,33
DANG,DANG,SAWARPADA,SAWARPADA,10,63
DANG,DANG,SENDRIAMBA,SENDRIAMBA,7,80
DANG,DANG,SEPUAMBA,SEPUAMBA,5,38
DANG,DANG,SHIVARIMAL,SHIVARIMAL,6,72
DANG,DANG,SHIVBARA,SHIVBARA,8,36
DANG,DANG,SILOTMAL,SILOTMAL,13,228
DANG,DANG,SINBANDH,SINBANDH,12,51
DANG,DANG,SINGANA,SINGANA,10,94
DANG,DANG,SODMAL,SODMAL,25,136
DANG,DANG,SONGIR,SONGIR,2,61
DANG,DANG,SONUNIYA,SONUNIYA,17,208
DANG,DANG,SUBIR,SUBIR,12,222
DANG,DANG,SUKMAL,SUKMAL,19,199
DANG,DANG,SUNDA,SUNDA,8,73
DANG,DANG,SUPDAHAD,SUPDAHAD,18,156
DANG,DANG,SUSARDA,SUSARDA,12,175
DANG,DANG,TAKLIPADA(PIPLAIDEVI,TAKLIPADAPIPLAIDEVI,8,66
DANG,DANG,TEKPADA,TEKPADA,22,128
DANG,DANG,TEMBURGARTHA,TEMBURGARTHA,15,72
DANG,DANG,THORPADA,THORPADA,18,81
DANG,DANG,TIMBARTHAWA,TIMBARTHAWA,14,95
DANG,DANG,UGA(LAVCHALI),UGALAVCHALI,14,158
DANG,DANG,UGA(RAMBHASAJA),UGARAMBHASAJA,13,147
DANG,DANG,UKHATIYA,UKHATIYA,7,114
DANG,DANG,UMARYA,UMARYA,8,47
DANG,DANG,UMBARPADA,UMBARPADA,19,78
DANG,DANG,VADPADA,VADPADA,6,96
DANG,DANG,VAGHAI,VAGHAI,14,132
DANG,DANG,VANAR,VANAR,6,176
DANG,DANG,VANZARGHODI,VANZARGHODI,8,82
DANG,DANG,VANZAT AMBA,VANZATAMBA,5,63
DANG,DANG,VIHIRAMBA,VIHIRAMBA,20,76
DANG,DANG,WADIAWAN,WADIAWAN,37,218
DANG,DANG,WAGHMAL,WAGHMAL,21,149
DANG,DANG,WAHUTIYA,WAHUTIYA,4,78
DANG,DANG,WAIDUN,WAIDUN,20,49
DANG,DANG,WAKARYA,WAKARYA,13,97
DANG,DANG,WANGAN,WANGAN,10,129
DANG,DANG,WANKAN,WANKAN,3,21
DANG,DANG,WANKI,WANKI,11,68
DANG,DANG,WANZTTEMRUN,WANZTTEMRUN,13,39
DANG,DANG,WASURNA,WASURNA,6,40
DANG,DANG,WAWANDA,WAWANDA,14,159
DANG,DANG,WNARCHOND,WNARCHOND,1,53
DANG,DANGS,AHERDI,AHERDI,9,31
DANG,DANGS,AHIRPADA,AHIRPADA,4,56
DANG,DANGS,AHWA,AHWA,27,229
